video,label,dataset,p,n_frames,source
id46_id44_0007,1,celebdf,0.8493667,7,CelebDF
id46_id45_0000,1,celebdf,0.58244306,8,CelebDF
id46_id45_0001,1,celebdf,0.69395715,8,CelebDF
id46_id45_0002,1,celebdf,0.94586354,8,CelebDF
id46_id45_0003,1,celebdf,0.7617706,8,CelebDF
id46_id45_0004,1,celebdf,0.04631085,8,CelebDF
id46_id45_0005,1,celebdf,0.8591918,8,CelebDF
id46_id45_0006,1,celebdf,0.78305495,8,CelebDF
id46_id45_0007,1,celebdf,0.7271463,7,CelebDF
id46_id45_0008,1,celebdf,0.9933444,8,CelebDF
id46_id45_0009,1,celebdf,0.31442562,8,CelebDF
id46_id47_0000,1,celebdf,0.73773146,8,CelebDF
id46_id47_0001,1,celebdf,0.85475355,8,CelebDF
id46_id47_0002,1,celebdf,0.98492044,8,CelebDF
id46_id47_0003,1,celebdf,0.8065787,8,CelebDF
id46_id47_0004,1,celebdf,0.53987676,8,CelebDF
id46_id47_0005,1,celebdf,0.8029988,8,CelebDF
id46_id47_0006,1,celebdf,0.6684138,8,CelebDF
id46_id47_0007,1,celebdf,0.85590476,7,CelebDF
id46_id47_0008,1,celebdf,0.9999539,8,CelebDF
id46_id47_0009,1,celebdf,0.42441404,8,CelebDF
id46_id48_0000,1,celebdf,0.6882732,8,CelebDF
id46_id48_0002,1,celebdf,0.8671544,8,CelebDF
id46_id48_0003,1,celebdf,0.7056015,8,CelebDF
id46_id48_0004,1,celebdf,0.7039315,8,CelebDF
id46_id48_0005,1,celebdf,0.92903566,8,CelebDF
id46_id48_0007,1,celebdf,0.8526074,7,CelebDF
id46_id48_0008,1,celebdf,0.99690694,8,CelebDF
id46_id48_0009,1,celebdf,0.5557345,8,CelebDF
id47_0000,0,celebdf,1.3872186e-05,8,CelebDF
id47_0001,0,celebdf,0.346133,8,CelebDF
id47_0002,0,celebdf,0.0013140634,7,CelebDF
id47_0003,0,celebdf,0.11658098,8,CelebDF
id47_0004,0,celebdf,0.43663266,8,CelebDF
id47_0005,0,celebdf,0.052893173,8,CelebDF
id47_0006,0,celebdf,0.4243201,8,CelebDF
id47_0007,0,celebdf,0.013982477,5,CelebDF
id47_0008,0,celebdf,0.10838849,8,CelebDF
id47_0009,0,celebdf,0.7096678,8,CelebDF
id47_id39_0000,1,celebdf,0.06976342,8,CelebDF
id47_id39_0001,1,celebdf,0.7269529,8,CelebDF
id47_id39_0002,1,celebdf,0.71960306,7,CelebDF
id47_id39_0003,1,celebdf,0.6776634,8,CelebDF
id47_id39_0004,1,celebdf,0.8716297,8,CelebDF
id47_id39_0005,1,celebdf,0.48712492,8,CelebDF
id47_id39_0006,1,celebdf,0.7499404,8,CelebDF
id47_id39_0007,1,celebdf,0.60172236,5,CelebDF
id47_id39_0008,1,celebdf,0.8785811,8,CelebDF
id47_id39_0009,1,celebdf,0.7503348,8,CelebDF
id47_id40_0000,1,celebdf,0.07754103,8,CelebDF
id47_id40_0001,1,celebdf,0.76099384,8,CelebDF
id47_id40_0003,1,celebdf,0.7040326,8,CelebDF
id47_id40_0004,1,celebdf,0.8472008,8,CelebDF
id47_id40_0005,1,celebdf,0.6128352,8,CelebDF
id47_id40_0006,1,celebdf,0.52404875,8,CelebDF
id47_id40_0007,1,celebdf,0.4714102,5,CelebDF
id47_id40_0008,1,celebdf,0.87232256,8,CelebDF
id47_id40_0009,1,celebdf,0.7689156,8,CelebDF
id47_id41_0000,1,celebdf,0.10057092,8,CelebDF
id47_id41_0001,1,celebdf,0.7129693,8,CelebDF
id47_id41_0002,1,celebdf,0.63042676,7,CelebDF
id47_id41_0003,1,celebdf,0.6432183,8,CelebDF
id47_id41_0004,1,celebdf,0.37154013,8,CelebDF
id47_id41_0005,1,celebdf,0.1344219,8,CelebDF
id47_id41_0006,1,celebdf,0.46568102,8,CelebDF
id47_id41_0007,1,celebdf,0.5503425,5,CelebDF
id47_id41_0008,1,celebdf,0.8526844,8,CelebDF
id47_id41_0009,1,celebdf,0.7499289,8,CelebDF
id47_id42_0000,1,celebdf,0.017776916,8,CelebDF
id47_id42_0001,1,celebdf,0.8133212,8,CelebDF
id47_id42_0002,1,celebdf,0.6738971,6,CelebDF
id47_id42_0003,1,celebdf,0.79473996,8,CelebDF
id47_id42_0004,1,celebdf,0.9022928,8,CelebDF
id47_id42_0005,1,celebdf,0.46918687,8,CelebDF
id47_id42_0006,1,celebdf,0.7076204,8,CelebDF
id47_id42_0007,1,celebdf,0.4101666,5,CelebDF
id47_id42_0008,1,celebdf,0.95731384,8,CelebDF
id47_id42_0009,1,celebdf,0.75023437,8,CelebDF
id47_id43_0000,1,celebdf,0.13700393,8,CelebDF
id47_id43_0001,1,celebdf,0.69740516,8,CelebDF
id47_id43_0002,1,celebdf,0.69762224,7,CelebDF
id47_id43_0003,1,celebdf,0.564885,8,CelebDF
id47_id43_0004,1,celebdf,0.49125606,8,CelebDF
id47_id43_0005,1,celebdf,0.49604732,8,CelebDF
id47_id43_0006,1,celebdf,0.73574597,8,CelebDF
id47_id43_0007,1,celebdf,0.4837914,5,CelebDF
id47_id43_0008,1,celebdf,0.6580578,8,CelebDF
id47_id43_0009,1,celebdf,0.7468189,8,CelebDF
id47_id44_0000,1,celebdf,0.17453447,8,CelebDF
id47_id44_0001,1,celebdf,0.7060254,8,CelebDF
id47_id44_0002,1,celebdf,0.5469256,6,CelebDF
id47_id44_0003,1,celebdf,0.9485846,8,CelebDF
id47_id44_0004,1,celebdf,0.58051145,8,CelebDF
id47_id44_0005,1,celebdf,0.4718933,8,CelebDF
id47_id44_0006,1,celebdf,0.70711225,8,CelebDF
id47_id44_0007,1,celebdf,0.53140795,5,CelebDF
id47_id44_0008,1,celebdf,0.89747834,8,CelebDF
id47_id44_0009,1,celebdf,0.8710222,8,CelebDF
id47_id45_0000,1,celebdf,0.12997311,8,CelebDF
id47_id45_0001,1,celebdf,0.83088505,8,CelebDF
id47_id45_0002,1,celebdf,0.6096509,7,CelebDF
id47_id45_0003,1,celebdf,0.75799274,8,CelebDF
id47_id45_0004,1,celebdf,0.40016854,8,CelebDF
id47_id45_0005,1,celebdf,0.43525007,8,CelebDF
id47_id45_0006,1,celebdf,0.54595745,8,CelebDF
id47_id45_0007,1,celebdf,0.4187924,5,CelebDF
id47_id45_0008,1,celebdf,0.87428844,8,CelebDF
id47_id45_0009,1,celebdf,0.7490567,8,CelebDF
id47_id46_0000,1,celebdf,0.10425958,8,CelebDF
id47_id46_0001,1,celebdf,0.69220877,8,CelebDF
id47_id46_0002,1,celebdf,0.66113776,6,CelebDF
id47_id46_0003,1,celebdf,0.7924061,8,CelebDF
id47_id46_0004,1,celebdf,0.5975191,8,CelebDF
id47_id46_0005,1,celebdf,0.6829659,8,CelebDF
id47_id46_0006,1,celebdf,0.5645847,8,CelebDF
id47_id46_0007,1,celebdf,0.5818713,5,CelebDF
id47_id46_0008,1,celebdf,0.78438824,8,CelebDF
id47_id46_0009,1,celebdf,0.750322,8,CelebDF
id47_id48_0000,1,celebdf,0.035922486,8,CelebDF
id47_id48_0001,1,celebdf,0.7364314,8,CelebDF
id47_id48_0002,1,celebdf,0.70119673,6,CelebDF
id47_id48_0003,1,celebdf,0.8023459,8,CelebDF
id47_id48_0004,1,celebdf,0.48977324,8,CelebDF
id47_id48_0005,1,celebdf,0.74659455,8,CelebDF
id47_id48_0006,1,celebdf,0.53256595,8,CelebDF
id47_id48_0007,1,celebdf,0.4657165,5,CelebDF
id47_id48_0008,1,celebdf,0.8741285,8,CelebDF
id47_id48_0009,1,celebdf,0.7497615,8,CelebDF
id48_0000,0,celebdf,0.5416424,8,CelebDF
id48_0001,0,celebdf,0.00029150644,8,CelebDF
id48_0002,0,celebdf,0.06229452,8,CelebDF
id48_0003,0,celebdf,0.16075464,8,CelebDF
id48_0004,0,celebdf,0.22197026,8,CelebDF
id48_0005,0,celebdf,0.087192625,8,CelebDF
id48_0006,0,celebdf,0.51735646,8,CelebDF
id48_0007,0,celebdf,0.3505773,8,CelebDF
id48_0008,0,celebdf,0.5930008,8,CelebDF
id48_0009,0,celebdf,0.1518774,8,CelebDF
id48_id39_0000,1,celebdf,0.7992209,8,CelebDF
id48_id39_0001,1,celebdf,0.0026673756,8,CelebDF
id48_id39_0002,1,celebdf,0.4296036,8,CelebDF
id48_id39_0003,1,celebdf,0.6378225,8,CelebDF
id48_id39_0004,1,celebdf,0.7486369,8,CelebDF
id48_id39_0005,1,celebdf,0.7462006,8,CelebDF
id48_id39_0006,1,celebdf,0.8701468,8,CelebDF
id48_id39_0007,1,celebdf,0.22336958,8,CelebDF
id48_id39_0008,1,celebdf,0.5830536,8,CelebDF
id48_id39_0009,1,celebdf,0.67393374,8,CelebDF
id48_id40_0000,1,celebdf,0.822229,8,CelebDF
id48_id40_0001,1,celebdf,0.06225275,8,CelebDF
id48_id40_0002,1,celebdf,0.47960657,8,CelebDF
id48_id40_0003,1,celebdf,0.76053804,8,CelebDF
id48_id40_0004,1,celebdf,0.5289612,8,CelebDF
id48_id40_0005,1,celebdf,0.7588651,8,CelebDF
id48_id40_0006,1,celebdf,0.8038957,8,CelebDF
id48_id40_0007,1,celebdf,0.5408578,8,CelebDF
id48_id40_0008,1,celebdf,0.86865264,8,CelebDF
id48_id40_0009,1,celebdf,0.68955415,8,CelebDF
id48_id41_0001,1,celebdf,0.05323315,8,CelebDF
id48_id41_0002,1,celebdf,0.49782354,8,CelebDF
id48_id41_0003,1,celebdf,0.5206973,8,CelebDF
id48_id41_0004,1,celebdf,0.5083004,8,CelebDF
id48_id41_0006,1,celebdf,0.7592585,8,CelebDF
id48_id41_0007,1,celebdf,0.068839855,8,CelebDF
id48_id41_0009,1,celebdf,0.41696256,8,CelebDF
id48_id42_0000,1,celebdf,0.43691573,8,CelebDF
id48_id42_0001,1,celebdf,0.0030911022,8,CelebDF
id48_id42_0002,1,celebdf,0.116087854,8,CelebDF
id48_id42_0003,1,celebdf,0.50747657,8,CelebDF
id48_id42_0004,1,celebdf,0.5686652,8,CelebDF
id48_id42_0005,1,celebdf,0.43314332,8,CelebDF
id48_id42_0006,1,celebdf,0.71207744,8,CelebDF
id48_id42_0007,1,celebdf,0.26151878,8,CelebDF
id48_id42_0008,1,celebdf,0.6848689,8,CelebDF
id48_id42_0009,1,celebdf,0.28755948,8,CelebDF
id48_id43_0001,1,celebdf,0.008337651,8,CelebDF
id48_id43_0002,1,celebdf,0.6510868,8,CelebDF
id48_id43_0003,1,celebdf,0.73602164,8,CelebDF
id48_id43_0004,1,celebdf,0.51556015,8,CelebDF
id48_id43_0005,1,celebdf,0.37250358,8,CelebDF
id48_id43_0006,1,celebdf,0.71317995,8,CelebDF
id48_id43_0007,1,celebdf,0.13330607,8,CelebDF
id48_id43_0008,1,celebdf,0.7326532,8,CelebDF
id48_id43_0009,1,celebdf,0.51935226,8,CelebDF
id48_id44_0000,1,celebdf,0.6408781,8,CelebDF
id48_id44_0001,1,celebdf,0.104671925,8,CelebDF
id48_id44_0002,1,celebdf,0.38167512,8,CelebDF
id48_id44_0003,1,celebdf,0.82440084,8,CelebDF
id48_id44_0004,1,celebdf,0.5662594,8,CelebDF
id48_id44_0005,1,celebdf,0.72576606,8,CelebDF
id48_id44_0006,1,celebdf,0.8806009,8,CelebDF
id48_id44_0007,1,celebdf,0.24576627,8,CelebDF
id48_id44_0008,1,celebdf,0.6346639,8,CelebDF
id48_id44_0009,1,celebdf,0.60460865,8,CelebDF
id48_id45_0000,1,celebdf,0.6510115,8,CelebDF
id48_id45_0001,1,celebdf,0.0046282825,8,CelebDF
id48_id45_0002,1,celebdf,0.16934723,8,CelebDF
id48_id45_0003,1,celebdf,0.6535184,8,CelebDF
id48_id45_0004,1,celebdf,0.489605,8,CelebDF
id48_id45_0005,1,celebdf,0.5389591,8,CelebDF
id48_id45_0006,1,celebdf,0.7281323,8,CelebDF
id48_id45_0007,1,celebdf,0.07135971,8,CelebDF
id48_id45_0008,1,celebdf,0.73357046,8,CelebDF
id48_id45_0009,1,celebdf,0.32462126,8,CelebDF
id48_id46_0001,1,celebdf,0.028627174,8,CelebDF
id48_id46_0002,1,celebdf,0.3541155,8,CelebDF
id48_id46_0003,1,celebdf,0.5253099,8,CelebDF
id48_id46_0004,1,celebdf,0.5052988,8,CelebDF
id48_id46_0005,1,celebdf,0.7444806,8,CelebDF
id48_id46_0006,1,celebdf,0.82007235,8,CelebDF
id48_id46_0007,1,celebdf,0.40394464,8,CelebDF
id48_id46_0009,1,celebdf,0.6826396,8,CelebDF
id48_id47_0000,1,celebdf,0.64427537,8,CelebDF
id48_id47_0001,1,celebdf,0.0002482459,8,CelebDF
id48_id47_0002,1,celebdf,0.16187981,8,CelebDF
id48_id47_0003,1,celebdf,0.49802625,8,CelebDF
id48_id47_0004,1,celebdf,0.64359325,8,CelebDF
id48_id47_0005,1,celebdf,0.7320851,8,CelebDF
id48_id47_0006,1,celebdf,0.7874054,8,CelebDF
id48_id47_0007,1,celebdf,0.014378674,8,CelebDF
id48_id47_0008,1,celebdf,0.784155,8,CelebDF
id48_id47_0009,1,celebdf,0.6280439,8,CelebDF
id49_0000,0,celebdf,0.0037256086,7,CelebDF
id49_0001,0,celebdf,0.5659474,8,CelebDF
id49_0002,0,celebdf,0.30543986,8,CelebDF
id49_0003,0,celebdf,0.15640152,8,CelebDF
id49_0004,0,celebdf,0.34975526,8,CelebDF
id49_0005,0,celebdf,0.45439613,8,CelebDF
id49_0006,0,celebdf,0.27526867,8,CelebDF
id49_0007,0,celebdf,0.2856086,8,CelebDF
id49_0008,0,celebdf,0.0012183135,8,CelebDF
id49_0009,0,celebdf,0.08223723,8,CelebDF
id49_id50_0000,1,celebdf,0.5383127,7,CelebDF
id49_id50_0001,1,celebdf,0.7800958,8,CelebDF
id49_id50_0002,1,celebdf,0.72494555,8,CelebDF
id49_id50_0003,1,celebdf,0.49769735,8,CelebDF
id49_id50_0004,1,celebdf,0.78201586,8,CelebDF
id49_id50_0005,1,celebdf,0.86913323,8,CelebDF
id49_id50_0006,1,celebdf,0.83990633,8,CelebDF
id49_id50_0007,1,celebdf,0.8670394,8,CelebDF
id49_id50_0008,1,celebdf,0.86988485,8,CelebDF
id49_id50_0009,1,celebdf,0.9078012,8,CelebDF
id49_id51_0000,1,celebdf,0.43602046,7,CelebDF
id49_id51_0001,1,celebdf,0.76173353,8,CelebDF
id49_id51_0002,1,celebdf,0.56691176,8,CelebDF
id49_id51_0003,1,celebdf,0.50662,8,CelebDF
id49_id51_0004,1,celebdf,0.31716347,8,CelebDF
id49_id51_0005,1,celebdf,0.8714298,8,CelebDF
id49_id51_0006,1,celebdf,0.7830583,8,CelebDF
id49_id51_0007,1,celebdf,0.63628775,8,CelebDF
id49_id51_0008,1,celebdf,0.8641262,8,CelebDF
id49_id51_0009,1,celebdf,0.878103,8,CelebDF
id49_id52_0000,1,celebdf,0.056471407,7,CelebDF
id49_id52_0001,1,celebdf,0.74402136,8,CelebDF
id49_id52_0002,1,celebdf,0.54640603,8,CelebDF
id49_id52_0003,1,celebdf,0.5024986,8,CelebDF
id49_id52_0004,1,celebdf,0.62121797,8,CelebDF
id49_id52_0005,1,celebdf,0.7783804,8,CelebDF
id49_id52_0006,1,celebdf,0.3635904,8,CelebDF
id49_id52_0007,1,celebdf,0.70753556,8,CelebDF
id49_id52_0008,1,celebdf,0.829167,8,CelebDF
id49_id52_0009,1,celebdf,0.7623489,8,CelebDF
id49_id53_0000,1,celebdf,0.75129193,7,CelebDF
id49_id53_0001,1,celebdf,0.77591884,8,CelebDF
id49_id53_0002,1,celebdf,0.630116,8,CelebDF
id49_id53_0004,1,celebdf,0.71597743,8,CelebDF
id49_id53_0005,1,celebdf,0.8740959,8,CelebDF
id49_id53_0006,1,celebdf,0.7580835,7,CelebDF
id49_id53_0007,1,celebdf,0.871168,8,CelebDF
id49_id53_0008,1,celebdf,0.87087595,8,CelebDF
id49_id54_0000,1,celebdf,0.3722125,7,CelebDF
id49_id54_0001,1,celebdf,0.6354606,8,CelebDF
id49_id54_0002,1,celebdf,0.7363486,8,CelebDF
id49_id54_0003,1,celebdf,0.5063067,8,CelebDF
id49_id54_0004,1,celebdf,0.6146101,8,CelebDF
id49_id54_0005,1,celebdf,0.875239,8,CelebDF
id49_id54_0006,1,celebdf,0.8436984,8,CelebDF
id49_id54_0007,1,celebdf,0.83486056,8,CelebDF
id49_id54_0008,1,celebdf,0.8610433,8,CelebDF
id49_id54_0009,1,celebdf,0.97422564,8,CelebDF
id49_id55_0000,1,celebdf,0.45983782,7,CelebDF
id49_id55_0001,1,celebdf,0.77854705,8,CelebDF
id49_id55_0002,1,celebdf,0.50574803,8,CelebDF
id49_id55_0003,1,celebdf,0.49728158,8,CelebDF
id49_id55_0004,1,celebdf,0.5994033,8,CelebDF
id49_id55_0005,1,celebdf,0.8705235,8,CelebDF
id49_id55_0006,1,celebdf,0.6728942,7,CelebDF
id49_id55_0007,1,celebdf,0.8757183,8,CelebDF
id49_id55_0008,1,celebdf,0.71208644,8,CelebDF
id49_id55_0009,1,celebdf,0.87925905,8,CelebDF
id49_id56_0000,1,celebdf,0.19013874,7,CelebDF
id49_id56_0001,1,celebdf,0.7445711,8,CelebDF
id49_id56_0002,1,celebdf,0.74784243,8,CelebDF
id49_id56_0004,1,celebdf,0.6300852,8,CelebDF
id49_id56_0005,1,celebdf,0.8277845,8,CelebDF
id49_id56_0006,1,celebdf,0.74066865,8,CelebDF
id49_id56_0007,1,celebdf,0.79772085,8,CelebDF
id49_id56_0008,1,celebdf,0.6960209,8,CelebDF
id49_id56_0009,1,celebdf,0.87571067,8,CelebDF
id49_id57_0000,1,celebdf,0.04322048,7,CelebDF
id49_id57_0001,1,celebdf,0.69675654,8,CelebDF
id49_id57_0002,1,celebdf,0.62467986,8,CelebDF
id49_id57_0004,1,celebdf,0.37723696,8,CelebDF
id49_id57_0005,1,celebdf,0.76672715,8,CelebDF
id49_id57_0006,1,celebdf,0.4838101,7,CelebDF
id49_id57_0007,1,celebdf,0.62584853,8,CelebDF
id49_id57_0008,1,celebdf,0.23666176,8,CelebDF
id49_id58_0000,1,celebdf,0.60508287,7,CelebDF
id49_id58_0001,1,celebdf,0.76900804,8,CelebDF
id49_id58_0002,1,celebdf,0.6605968,8,CelebDF
id49_id58_0004,1,celebdf,0.63882816,8,CelebDF
id49_id58_0005,1,celebdf,0.859369,8,CelebDF
id49_id58_0006,1,celebdf,0.5218269,7,CelebDF
id49_id58_0007,1,celebdf,0.7027892,8,CelebDF
id49_id58_0008,1,celebdf,0.8630602,8,CelebDF
id49_id58_0009,1,celebdf,0.71884036,8,CelebDF
id4_0000,0,celebdf,0.5442476,5,CelebDF
id4_0001,0,celebdf,0.053202596,7,CelebDF
id4_0002,0,celebdf,0.30097756,8,CelebDF
id4_0003,0,celebdf,0.03732359,8,CelebDF
id4_0004,0,celebdf,0.054683007,5,CelebDF
id4_0005,0,celebdf,0.12726513,8,CelebDF
id4_0006,0,celebdf,0.00020841093,8,CelebDF
id4_0007,0,celebdf,0.35791817,8,CelebDF
id4_0008,0,celebdf,0.49204946,8,CelebDF
id4_0009,0,celebdf,0.5730609,8,CelebDF
id4_id0_0000,1,celebdf,0.50750697,5,CelebDF
id4_id0_0001,1,celebdf,0.0892579,7,CelebDF
id4_id0_0002,1,celebdf,0.5440435,8,CelebDF
id4_id0_0003,1,celebdf,0.18511914,8,CelebDF
id4_id0_0004,1,celebdf,0.34913564,5,CelebDF
id4_id0_0005,1,celebdf,0.09095959,8,CelebDF
id4_id0_0006,1,celebdf,0.22321358,8,CelebDF
id4_id0_0007,1,celebdf,0.18375054,8,CelebDF
id4_id0_0008,1,celebdf,0.60171837,8,CelebDF
id4_id0_0009,1,celebdf,0.53960454,8,CelebDF
id4_id1_0000,1,celebdf,0.40977335,5,CelebDF
id4_id1_0001,1,celebdf,0.1552692,8,CelebDF
id4_id1_0002,1,celebdf,0.54256654,8,CelebDF
id4_id1_0003,1,celebdf,0.35379964,8,CelebDF
id4_id1_0004,1,celebdf,0.42193893,6,CelebDF
id4_id1_0005,1,celebdf,0.33239686,8,CelebDF
id4_id1_0006,1,celebdf,0.03574768,8,CelebDF
id4_id1_0007,1,celebdf,0.1940083,8,CelebDF
id4_id1_0008,1,celebdf,0.5157268,8,CelebDF
id4_id1_0009,1,celebdf,0.38197365,8,CelebDF
id4_id20_0000,1,celebdf,0.52838635,5,CelebDF
id4_id20_0001,1,celebdf,0.18769357,8,CelebDF
id4_id20_0002,1,celebdf,0.65499616,8,CelebDF
id4_id20_0003,1,celebdf,0.8816608,8,CelebDF
id4_id20_0004,1,celebdf,0.34814495,5,CelebDF
id4_id20_0005,1,celebdf,0.25595832,8,CelebDF
id4_id20_0006,1,celebdf,0.3657495,8,CelebDF
id4_id20_0007,1,celebdf,0.39385334,8,CelebDF
id4_id20_0008,1,celebdf,0.5489792,8,CelebDF
id4_id20_0009,1,celebdf,0.6462489,8,CelebDF
id4_id21_0002,1,celebdf,0.8045585,8,CelebDF
id4_id21_0004,1,celebdf,0.28310552,6,CelebDF
id4_id21_0006,1,celebdf,0.27899414,8,CelebDF
id4_id21_0007,1,celebdf,0.34762397,8,CelebDF
id4_id21_0008,1,celebdf,0.73060936,8,CelebDF
id4_id21_0009,1,celebdf,0.63453555,8,CelebDF
id4_id23_0000,1,celebdf,0.5765808,5,CelebDF
id4_id23_0001,1,celebdf,0.07754592,7,CelebDF
id4_id23_0002,1,celebdf,0.7105987,8,CelebDF
id4_id23_0003,1,celebdf,0.6580907,8,CelebDF
id4_id23_0004,1,celebdf,0.40240774,5,CelebDF
id4_id23_0005,1,celebdf,0.35925153,8,CelebDF
id4_id23_0006,1,celebdf,0.39784938,8,CelebDF
id4_id23_0007,1,celebdf,0.3879627,8,CelebDF
id4_id23_0008,1,celebdf,0.72975016,8,CelebDF
id4_id23_0009,1,celebdf,0.673349,8,CelebDF
id4_id26_0000,1,celebdf,0.6231111,5,CelebDF
id4_id26_0001,1,celebdf,0.23878503,8,CelebDF
id4_id26_0002,1,celebdf,0.7328961,8,CelebDF
id4_id26_0003,1,celebdf,0.57750535,8,CelebDF
id4_id26_0004,1,celebdf,0.53846353,5,CelebDF
id4_id26_0005,1,celebdf,0.15007044,8,CelebDF
id4_id26_0006,1,celebdf,0.27299765,8,CelebDF
id4_id26_0007,1,celebdf,0.51646024,8,CelebDF
id4_id26_0008,1,celebdf,0.7130971,8,CelebDF
id4_id26_0009,1,celebdf,0.6653276,8,CelebDF
id4_id28_0000,1,celebdf,0.6600024,5,CelebDF
id4_id28_0001,1,celebdf,0.5959764,8,CelebDF
id4_id28_0002,1,celebdf,0.80323327,8,CelebDF
id4_id28_0003,1,celebdf,0.7839266,8,CelebDF
id4_id28_0004,1,celebdf,0.4083787,5,CelebDF
id4_id28_0005,1,celebdf,0.5849315,8,CelebDF
id4_id28_0006,1,celebdf,0.3278245,8,CelebDF
id4_id28_0008,1,celebdf,0.8321372,8,CelebDF
id4_id28_0009,1,celebdf,0.7397913,8,CelebDF
id4_id2_0000,1,celebdf,0.27242506,5,CelebDF
id4_id2_0001,1,celebdf,0.1375314,8,CelebDF
id4_id2_0002,1,celebdf,0.3330794,8,CelebDF
id4_id2_0003,1,celebdf,0.016869012,8,CelebDF
id4_id2_0004,1,celebdf,0.39971408,6,CelebDF
id4_id2_0005,1,celebdf,0.028722093,8,CelebDF
id4_id2_0006,1,celebdf,8.265806e-05,8,CelebDF
id4_id2_0007,1,celebdf,0.21306625,8,CelebDF
id4_id2_0008,1,celebdf,0.48036245,8,CelebDF
id4_id2_0009,1,celebdf,0.4579281,8,CelebDF
id4_id30_0000,1,celebdf,0.59554756,5,CelebDF
id4_id30_0001,1,celebdf,0.49772638,8,CelebDF
id4_id30_0002,1,celebdf,0.67641497,8,CelebDF
id4_id30_0004,1,celebdf,0.35837966,5,CelebDF
id4_id30_0005,1,celebdf,0.22965607,8,CelebDF
id4_id30_0006,1,celebdf,0.57028854,8,CelebDF
id4_id30_0007,1,celebdf,0.518337,8,CelebDF
id4_id30_0009,1,celebdf,0.6548783,8,CelebDF
id4_id31_0000,1,celebdf,0.6439015,5,CelebDF
id4_id31_0002,1,celebdf,0.7545209,8,CelebDF
id4_id31_0003,1,celebdf,0.83144265,8,CelebDF
id4_id31_0004,1,celebdf,0.3866322,5,CelebDF
id4_id31_0005,1,celebdf,0.55492496,8,CelebDF
id4_id31_0006,1,celebdf,0.5057675,8,CelebDF
id4_id31_0007,1,celebdf,0.7081603,8,CelebDF
id4_id31_0008,1,celebdf,0.893014,8,CelebDF
id4_id31_0009,1,celebdf,0.7716537,8,CelebDF
id4_id35_0000,1,celebdf,0.6051628,5,CelebDF
id4_id35_0001,1,celebdf,0.41960883,8,CelebDF
id4_id35_0002,1,celebdf,0.7558162,8,CelebDF
id4_id35_0003,1,celebdf,0.88751906,8,CelebDF
id4_id35_0004,1,celebdf,0.58207667,5,CelebDF
id4_id35_0005,1,celebdf,0.17066476,8,CelebDF
id4_id35_0006,1,celebdf,0.69502515,8,CelebDF
id4_id35_0008,1,celebdf,0.7047558,8,CelebDF
id4_id35_0009,1,celebdf,0.6169435,7,CelebDF
id4_id37_0000,1,celebdf,0.6091857,5,CelebDF
id4_id37_0001,1,celebdf,0.36077338,7,CelebDF
id4_id37_0002,1,celebdf,0.7642466,8,CelebDF
id4_id37_0003,1,celebdf,0.8664094,8,CelebDF
id4_id37_0004,1,celebdf,0.38781235,5,CelebDF
id4_id37_0005,1,celebdf,0.2774398,8,CelebDF
id4_id37_0006,1,celebdf,0.3656775,8,CelebDF
id4_id37_0007,1,celebdf,0.64626217,8,CelebDF
id4_id37_0008,1,celebdf,0.84899545,8,CelebDF
id4_id37_0009,1,celebdf,0.75312334,8,CelebDF
id4_id3_0000,1,celebdf,0.22207677,5,CelebDF
id4_id3_0001,1,celebdf,0.049255695,8,CelebDF
id4_id3_0002,1,celebdf,0.3347469,8,CelebDF
id4_id3_0003,1,celebdf,0.11213305,8,CelebDF
id4_id3_0004,1,celebdf,0.24999204,5,CelebDF
id4_id3_0005,1,celebdf,0.049264,8,CelebDF
id4_id3_0006,1,celebdf,0.21684237,8,CelebDF
id4_id3_0007,1,celebdf,0.22520423,8,CelebDF
id4_id3_0008,1,celebdf,0.3908638,8,CelebDF
id4_id3_0009,1,celebdf,0.45576695,8,CelebDF
id4_id6_0000,1,celebdf,0.45157766,5,CelebDF
id4_id6_0001,1,celebdf,0.16102959,7,CelebDF
id4_id6_0002,1,celebdf,0.4773947,8,CelebDF
id4_id6_0003,1,celebdf,0.43611935,8,CelebDF
id4_id6_0004,1,celebdf,0.37514293,6,CelebDF
id4_id6_0005,1,celebdf,0.1589254,8,CelebDF
id4_id6_0006,1,celebdf,0.19652809,8,CelebDF
id4_id6_0007,1,celebdf,0.24974343,8,CelebDF
id4_id6_0008,1,celebdf,0.6837157,8,CelebDF
id4_id6_0009,1,celebdf,0.43274218,7,CelebDF
id4_id9_0000,1,celebdf,0.4275404,5,CelebDF
id4_id9_0001,1,celebdf,0.105677925,8,CelebDF
id4_id9_0002,1,celebdf,0.5984295,8,CelebDF
id4_id9_0003,1,celebdf,0.6907958,8,CelebDF
id4_id9_0004,1,celebdf,0.52044004,6,CelebDF
id4_id9_0005,1,celebdf,0.32035506,8,CelebDF
id4_id9_0006,1,celebdf,0.2471984,8,CelebDF
id4_id9_0007,1,celebdf,0.49911025,8,CelebDF
id4_id9_0008,1,celebdf,0.68088365,8,CelebDF
id50_0000,0,celebdf,0.12130255,7,CelebDF
id50_0001,0,celebdf,0.6965457,7,CelebDF
id50_0002,0,celebdf,0.97273767,8,CelebDF
id50_0003,0,celebdf,0.5325267,8,CelebDF
