video,dataset,manipulation,compression,true_label,pred_prob,model,split,seed
id21_id28_0005,CelebDF,,c23,1,0.877073,PRISM_50D_zeroshot,zero_shot,42
id21_id28_0007,CelebDF,,c23,1,0.968325,PRISM_50D_zeroshot,zero_shot,42
id21_id28_0002,CelebDF,,c23,1,0.799032,PRISM_50D_zeroshot,zero_shot,42
id21_id28_0009,CelebDF,,c23,1,0.864306,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0008,CelebDF,,c23,1,0.560416,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0000,CelebDF,,c23,1,0.720049,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0005,CelebDF,,c23,1,0.816154,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0006,CelebDF,,c23,1,0.936378,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0004,CelebDF,,c23,1,0.916233,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0007,CelebDF,,c23,1,0.939003,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0002,CelebDF,,c23,1,0.569982,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0001,CelebDF,,c23,1,0.80788,PRISM_50D_zeroshot,zero_shot,42
id21_id29_0009,CelebDF,,c23,1,0.946746,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0000,CelebDF,,c23,1,0.685886,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0001,CelebDF,,c23,1,0.804222,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0008,CelebDF,,c23,1,0.473595,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0005,CelebDF,,c23,1,0.873625,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0004,CelebDF,,c23,1,0.910497,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0006,CelebDF,,c23,1,0.823602,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0007,CelebDF,,c23,1,0.911974,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0002,CelebDF,,c23,1,0.581591,PRISM_50D_zeroshot,zero_shot,42
id21_id2_0009,CelebDF,,c23,1,0.94228,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0004,CelebDF,,c23,1,0.905679,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0008,CelebDF,,c23,1,0.55344,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0007,CelebDF,,c23,1,0.973973,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0005,CelebDF,,c23,1,0.875055,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0000,CelebDF,,c23,1,0.89636,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0002,CelebDF,,c23,1,0.669419,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0001,CelebDF,,c23,1,0.575295,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0006,CelebDF,,c23,1,0.93067,PRISM_50D_zeroshot,zero_shot,42
id21_id30_0009,CelebDF,,c23,1,0.916169,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0002,CelebDF,,c23,1,0.653432,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0001,CelebDF,,c23,1,0.760899,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0005,CelebDF,,c23,1,0.847082,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0007,CelebDF,,c23,1,0.953929,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0008,CelebDF,,c23,1,0.810903,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0000,CelebDF,,c23,1,0.741673,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0004,CelebDF,,c23,1,0.92685,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0006,CelebDF,,c23,1,0.906178,PRISM_50D_zeroshot,zero_shot,42
id21_id32_0008,CelebDF,,c23,1,0.646194,PRISM_50D_zeroshot,zero_shot,42
id21_id31_0009,CelebDF,,c23,1,0.917647,PRISM_50D_zeroshot,zero_shot,42
id21_id32_0000,CelebDF,,c23,1,0.902287,PRISM_50D_zeroshot,zero_shot,42
id21_id32_0005,CelebDF,,c23,1,0.769879,PRISM_50D_zeroshot,zero_shot,42
id21_id32_0009,CelebDF,,c23,1,0.874976,PRISM_50D_zeroshot,zero_shot,42
id21_id32_0006,CelebDF,,c23,1,0.877012,PRISM_50D_zeroshot,zero_shot,42
id21_id32_0002,CelebDF,,c23,1,0.784398,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0008,CelebDF,,c23,1,0.410177,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0000,CelebDF,,c23,1,0.681001,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0005,CelebDF,,c23,1,0.815669,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0006,CelebDF,,c23,1,0.857342,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0007,CelebDF,,c23,1,0.965721,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0009,CelebDF,,c23,1,0.790371,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0004,CelebDF,,c23,1,0.865332,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0002,CelebDF,,c23,1,0.523458,PRISM_50D_zeroshot,zero_shot,42
id21_id33_0001,CelebDF,,c23,1,0.836089,PRISM_50D_zeroshot,zero_shot,42
id21_id34_0001,CelebDF,,c23,1,0.777613,PRISM_50D_zeroshot,zero_shot,42
id21_id34_0000,CelebDF,,c23,1,0.842884,PRISM_50D_zeroshot,zero_shot,42
id21_id34_0002,CelebDF,,c23,1,0.768421,PRISM_50D_zeroshot,zero_shot,42
id21_id34_0005,CelebDF,,c23,1,0.769692,PRISM_50D_zeroshot,zero_shot,42
id21_id34_0004,CelebDF,,c23,1,0.857527,PRISM_50D_zeroshot,zero_shot,42
id21_id34_0006,CelebDF,,c23,1,0.959008,PRISM_50D_zeroshot,zero_shot,42
id21_id34_0007,CelebDF,,c23,1,0.977044,PRISM_50D_zeroshot,zero_shot,42
id21_id34_0009,CelebDF,,c23,1,0.904217,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0000,CelebDF,,c23,1,0.864477,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0008,CelebDF,,c23,1,0.730929,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0001,CelebDF,,c23,1,0.723486,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0002,CelebDF,,c23,1,0.485094,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0005,CelebDF,,c23,1,0.712224,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0004,CelebDF,,c23,1,0.849802,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0007,CelebDF,,c23,1,0.951511,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0009,CelebDF,,c23,1,0.831419,PRISM_50D_zeroshot,zero_shot,42
id21_id35_0006,CelebDF,,c23,1,0.85813,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0000,CelebDF,,c23,1,0.861485,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0008,CelebDF,,c23,1,0.579448,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0004,CelebDF,,c23,1,0.908328,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0001,CelebDF,,c23,1,0.800275,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0005,CelebDF,,c23,1,0.807128,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0006,CelebDF,,c23,1,0.693758,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0002,CelebDF,,c23,1,0.573603,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0007,CelebDF,,c23,1,0.913849,PRISM_50D_zeroshot,zero_shot,42
id21_id37_0009,CelebDF,,c23,1,0.959129,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0000,CelebDF,,c23,1,0.883528,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0008,CelebDF,,c23,1,0.797032,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0001,CelebDF,,c23,1,0.842817,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0005,CelebDF,,c23,1,0.907344,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0006,CelebDF,,c23,1,0.97792,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0004,CelebDF,,c23,1,0.896193,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0007,CelebDF,,c23,1,0.962374,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0002,CelebDF,,c23,1,0.67919,PRISM_50D_zeroshot,zero_shot,42
id21_id3_0008,CelebDF,,c23,1,0.600911,PRISM_50D_zeroshot,zero_shot,42
id21_id38_0009,CelebDF,,c23,1,0.946436,PRISM_50D_zeroshot,zero_shot,42
id21_id3_0005,CelebDF,,c23,1,0.595084,PRISM_50D_zeroshot,zero_shot,42
id21_id3_0009,CelebDF,,c23,1,0.863851,PRISM_50D_zeroshot,zero_shot,42
id21_id3_0006,CelebDF,,c23,1,0.884082,PRISM_50D_zeroshot,zero_shot,42
id21_id3_0002,CelebDF,,c23,1,0.456447,PRISM_50D_zeroshot,zero_shot,42
id21_id4_0008,CelebDF,,c23,1,0.647103,PRISM_50D_zeroshot,zero_shot,42
id21_id4_0002,CelebDF,,c23,1,0.714204,PRISM_50D_zeroshot,zero_shot,42
id21_id4_0005,CelebDF,,c23,1,0.835747,PRISM_50D_zeroshot,zero_shot,42
id21_id4_0006,CelebDF,,c23,1,0.890956,PRISM_50D_zeroshot,zero_shot,42
id21_id6_0008,CelebDF,,c23,1,0.739587,PRISM_50D_zeroshot,zero_shot,42
id21_id6_0006,CelebDF,,c23,1,0.888736,PRISM_50D_zeroshot,zero_shot,42
id21_id6_0005,CelebDF,,c23,1,0.807095,PRISM_50D_zeroshot,zero_shot,42
id21_id6_0007,CelebDF,,c23,1,0.94931,PRISM_50D_zeroshot,zero_shot,42
id21_id6_0009,CelebDF,,c23,1,0.95652,PRISM_50D_zeroshot,zero_shot,42
id21_id6_0002,CelebDF,,c23,1,0.495369,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0001,CelebDF,,c23,1,0.782571,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0000,CelebDF,,c23,1,0.760157,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0008,CelebDF,,c23,1,0.616828,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0002,CelebDF,,c23,1,0.592529,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0006,CelebDF,,c23,1,0.86424,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0004,CelebDF,,c23,1,0.880754,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0005,CelebDF,,c23,1,0.777415,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0007,CelebDF,,c23,1,0.872488,PRISM_50D_zeroshot,zero_shot,42
id21_id9_0009,CelebDF,,c23,1,0.888228,PRISM_50D_zeroshot,zero_shot,42
id22_id19_0004,CelebDF,,c23,1,0.467472,PRISM_50D_zeroshot,zero_shot,42
id22_id19_0005,CelebDF,,c23,1,0.335927,PRISM_50D_zeroshot,zero_shot,42
id22_id19_0006,CelebDF,,c23,1,0.487365,PRISM_50D_zeroshot,zero_shot,42
id22_id19_0009,CelebDF,,c23,1,0.296678,PRISM_50D_zeroshot,zero_shot,42
id22_id20_0006,CelebDF,,c23,1,0.264823,PRISM_50D_zeroshot,zero_shot,42
id22_id20_0004,CelebDF,,c23,1,0.282985,PRISM_50D_zeroshot,zero_shot,42
id22_id20_0005,CelebDF,,c23,1,0.432594,PRISM_50D_zeroshot,zero_shot,42
id22_id21_0004,CelebDF,,c23,1,0.680808,PRISM_50D_zeroshot,zero_shot,42
id22_id21_0005,CelebDF,,c23,1,0.667158,PRISM_50D_zeroshot,zero_shot,42
id22_id21_0006,CelebDF,,c23,1,0.501221,PRISM_50D_zeroshot,zero_shot,42
id22_id23_0006,CelebDF,,c23,1,0.350536,PRISM_50D_zeroshot,zero_shot,42
id22_id23_0004,CelebDF,,c23,1,0.529945,PRISM_50D_zeroshot,zero_shot,42
id22_id23_0005,CelebDF,,c23,1,0.766134,PRISM_50D_zeroshot,zero_shot,42
id22_id24_0003,CelebDF,,c23,1,0.77053,PRISM_50D_zeroshot,zero_shot,42
id22_id24_0004,CelebDF,,c23,1,0.408331,PRISM_50D_zeroshot,zero_shot,42
id22_id24_0006,CelebDF,,c23,1,0.261769,PRISM_50D_zeroshot,zero_shot,42
id22_id24_0005,CelebDF,,c23,1,0.433561,PRISM_50D_zeroshot,zero_shot,42
id22_id24_0009,CelebDF,,c23,1,0.361011,PRISM_50D_zeroshot,zero_shot,42
id22_id25_0004,CelebDF,,c23,1,0.396095,PRISM_50D_zeroshot,zero_shot,42
id22_id25_0003,CelebDF,,c23,1,0.683475,PRISM_50D_zeroshot,zero_shot,42
id22_id25_0005,CelebDF,,c23,1,0.550953,PRISM_50D_zeroshot,zero_shot,42
id22_id25_0006,CelebDF,,c23,1,0.210393,PRISM_50D_zeroshot,zero_shot,42
id22_id25_0009,CelebDF,,c23,1,0.335297,PRISM_50D_zeroshot,zero_shot,42
id22_id26_0003,CelebDF,,c23,1,0.78665,PRISM_50D_zeroshot,zero_shot,42
id22_id26_0004,CelebDF,,c23,1,0.350625,PRISM_50D_zeroshot,zero_shot,42
id22_id26_0005,CelebDF,,c23,1,0.26584,PRISM_50D_zeroshot,zero_shot,42
id22_id26_0006,CelebDF,,c23,1,0.232919,PRISM_50D_zeroshot,zero_shot,42
id22_id27_0003,CelebDF,,c23,1,0.73583,PRISM_50D_zeroshot,zero_shot,42
id22_id26_0009,CelebDF,,c23,1,0.188983,PRISM_50D_zeroshot,zero_shot,42
id22_id27_0006,CelebDF,,c23,1,0.305994,PRISM_50D_zeroshot,zero_shot,42
id22_id27_0005,CelebDF,,c23,1,0.535316,PRISM_50D_zeroshot,zero_shot,42
id22_id27_0004,CelebDF,,c23,1,0.577107,PRISM_50D_zeroshot,zero_shot,42
id22_id28_0004,CelebDF,,c23,1,0.269424,PRISM_50D_zeroshot,zero_shot,42
id22_id28_0005,CelebDF,,c23,1,0.65339,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0005,CelebDF,,c23,1,0.872203,PRISM_50D_zeroshot,zero_shot,42
id22_id28_0006,CelebDF,,c23,1,0.178851,PRISM_50D_zeroshot,zero_shot,42
id22_id28_0008,CelebDF,,c23,1,0.755246,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0001,CelebDF,,c23,1,0.737246,PRISM_50D_zeroshot,zero_shot,42
id22_id28_0009,CelebDF,,c23,1,0.307122,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0000,CelebDF,,c23,1,0.653406,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0003,CelebDF,,c23,1,0.550362,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0004,CelebDF,,c23,1,0.469066,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0002,CelebDF,,c23,1,0.46789,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0006,CelebDF,,c23,1,0.484183,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0008,CelebDF,,c23,1,0.784067,PRISM_50D_zeroshot,zero_shot,42
id23_id0_0007,CelebDF,,c23,1,0.362305,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0005,CelebDF,,c23,1,0.965031,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0001,CelebDF,,c23,1,0.71292,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0000,CelebDF,,c23,1,0.62024,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0006,CelebDF,,c23,1,0.545278,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0002,CelebDF,,c23,1,0.367447,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0004,CelebDF,,c23,1,0.547182,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0009,CelebDF,,c23,1,0.667945,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0007,CelebDF,,c23,1,0.376479,PRISM_50D_zeroshot,zero_shot,42
id23_id16_0003,CelebDF,,c23,1,0.76758,PRISM_50D_zeroshot,zero_shot,42
id23_id17_0001,CelebDF,,c23,1,0.622996,PRISM_50D_zeroshot,zero_shot,42
id23_id17_0002,CelebDF,,c23,1,0.474162,PRISM_50D_zeroshot,zero_shot,42
id23_id17_0000,CelebDF,,c23,1,0.758927,PRISM_50D_zeroshot,zero_shot,42
id23_id17_0006,CelebDF,,c23,1,0.500399,PRISM_50D_zeroshot,zero_shot,42
id23_id17_0004,CelebDF,,c23,1,0.734606,PRISM_50D_zeroshot,zero_shot,42
id23_id17_0003,CelebDF,,c23,1,0.688614,PRISM_50D_zeroshot,zero_shot,42
id23_id17_0009,CelebDF,,c23,1,0.68138,PRISM_50D_zeroshot,zero_shot,42
id23_id17_0007,CelebDF,,c23,1,0.316473,PRISM_50D_zeroshot,zero_shot,42
id23_id19_0000,CelebDF,,c23,1,0.50417,PRISM_50D_zeroshot,zero_shot,42
id23_id19_0002,CelebDF,,c23,1,0.305521,PRISM_50D_zeroshot,zero_shot,42
id23_id19_0009,CelebDF,,c23,1,0.565882,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0005,CelebDF,,c23,1,0.945368,PRISM_50D_zeroshot,zero_shot,42
id23_id19_0007,CelebDF,,c23,1,0.60502,PRISM_50D_zeroshot,zero_shot,42
id23_id19_0003,CelebDF,,c23,1,0.828538,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0000,CelebDF,,c23,1,0.575446,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0001,CelebDF,,c23,1,0.688816,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0002,CelebDF,,c23,1,0.278141,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0004,CelebDF,,c23,1,0.479825,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0006,CelebDF,,c23,1,0.532433,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0003,CelebDF,,c23,1,0.518567,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0009,CelebDF,,c23,1,0.666257,PRISM_50D_zeroshot,zero_shot,42
id23_id20_0005,CelebDF,,c23,1,0.871026,PRISM_50D_zeroshot,zero_shot,42
id23_id1_0007,CelebDF,,c23,1,0.445474,PRISM_50D_zeroshot,zero_shot,42
id23_id20_0000,CelebDF,,c23,1,0.537261,PRISM_50D_zeroshot,zero_shot,42
id23_id20_0001,CelebDF,,c23,1,0.691109,PRISM_50D_zeroshot,zero_shot,42
id23_id20_0006,CelebDF,,c23,1,0.636998,PRISM_50D_zeroshot,zero_shot,42
id23_id20_0003,CelebDF,,c23,1,0.503462,PRISM_50D_zeroshot,zero_shot,42
id23_id20_0009,CelebDF,,c23,1,0.438582,PRISM_50D_zeroshot,zero_shot,42
id23_id20_0002,CelebDF,,c23,1,0.181859,PRISM_50D_zeroshot,zero_shot,42
id23_id21_0006,CelebDF,,c23,1,0.407971,PRISM_50D_zeroshot,zero_shot,42
id23_id20_0007,CelebDF,,c23,1,0.452912,PRISM_50D_zeroshot,zero_shot,42
id23_id21_0009,CelebDF,,c23,1,0.66067,PRISM_50D_zeroshot,zero_shot,42
id23_id21_0002,CelebDF,,c23,1,0.583213,PRISM_50D_zeroshot,zero_shot,42
id23_id21_0007,CelebDF,,c23,1,0.479663,PRISM_50D_zeroshot,zero_shot,42
id23_id21_0000,CelebDF,,c23,1,0.789907,PRISM_50D_zeroshot,zero_shot,42
id23_id21_0003,CelebDF,,c23,1,0.682863,PRISM_50D_zeroshot,zero_shot,42
id23_id22_0002,CelebDF,,c23,1,0.484306,PRISM_50D_zeroshot,zero_shot,42
id23_id22_0006,CelebDF,,c23,1,0.528077,PRISM_50D_zeroshot,zero_shot,42
id23_id22_0003,CelebDF,,c23,1,0.303632,PRISM_50D_zeroshot,zero_shot,42
id23_id22_0000,CelebDF,,c23,1,0.493747,PRISM_50D_zeroshot,zero_shot,42
id23_id24_0005,CelebDF,,c23,1,0.947717,PRISM_50D_zeroshot,zero_shot,42
id23_id22_0007,CelebDF,,c23,1,0.348461,PRISM_50D_zeroshot,zero_shot,42
id23_id22_0009,CelebDF,,c23,1,0.620391,PRISM_50D_zeroshot,zero_shot,42
id23_id24_0006,CelebDF,,c23,1,0.621353,PRISM_50D_zeroshot,zero_shot,42
id23_id24_0004,CelebDF,,c23,1,0.550263,PRISM_50D_zeroshot,zero_shot,42
id23_id24_0000,CelebDF,,c23,1,0.403519,PRISM_50D_zeroshot,zero_shot,42
id23_id24_0009,CelebDF,,c23,1,0.724692,PRISM_50D_zeroshot,zero_shot,42
id23_id24_0002,CelebDF,,c23,1,0.655966,PRISM_50D_zeroshot,zero_shot,42
id23_id24_0007,CelebDF,,c23,1,0.428005,PRISM_50D_zeroshot,zero_shot,42
id23_id24_0003,CelebDF,,c23,1,0.327889,PRISM_50D_zeroshot,zero_shot,42
id23_id25_0000,CelebDF,,c23,1,0.57772,PRISM_50D_zeroshot,zero_shot,42
id23_id25_0006,CelebDF,,c23,1,0.592676,PRISM_50D_zeroshot,zero_shot,42
id23_id25_0002,CelebDF,,c23,1,0.526931,PRISM_50D_zeroshot,zero_shot,42
id23_id25_0001,CelebDF,,c23,1,0.779184,PRISM_50D_zeroshot,zero_shot,42
id23_id25_0009,CelebDF,,c23,1,0.746846,PRISM_50D_zeroshot,zero_shot,42
id23_id25_0003,CelebDF,,c23,1,0.454797,PRISM_50D_zeroshot,zero_shot,42
id23_id25_0007,CelebDF,,c23,1,0.290861,PRISM_50D_zeroshot,zero_shot,42
id23_id26_0006,CelebDF,,c23,1,0.630477,PRISM_50D_zeroshot,zero_shot,42
id23_id26_0009,CelebDF,,c23,1,0.76437,PRISM_50D_zeroshot,zero_shot,42
id23_id26_0000,CelebDF,,c23,1,0.757289,PRISM_50D_zeroshot,zero_shot,42
id23_id26_0007,CelebDF,,c23,1,0.5014,PRISM_50D_zeroshot,zero_shot,42
id23_id26_0003,CelebDF,,c23,1,0.558427,PRISM_50D_zeroshot,zero_shot,42
id23_id26_0002,CelebDF,,c23,1,0.586236,PRISM_50D_zeroshot,zero_shot,42
id23_id26_0001,CelebDF,,c23,1,0.798882,PRISM_50D_zeroshot,zero_shot,42
id23_id27_0000,CelebDF,,c23,1,0.475599,PRISM_50D_zeroshot,zero_shot,42
id23_id27_0001,CelebDF,,c23,1,0.722384,PRISM_50D_zeroshot,zero_shot,42
id23_id27_0006,CelebDF,,c23,1,0.478078,PRISM_50D_zeroshot,zero_shot,42
id23_id27_0002,CelebDF,,c23,1,0.330443,PRISM_50D_zeroshot,zero_shot,42
id23_id27_0009,CelebDF,,c23,1,0.678769,PRISM_50D_zeroshot,zero_shot,42
id23_id28_0005,CelebDF,,c23,1,0.941495,PRISM_50D_zeroshot,zero_shot,42
id23_id27_0003,CelebDF,,c23,1,0.385609,PRISM_50D_zeroshot,zero_shot,42
id23_id27_0007,CelebDF,,c23,1,0.281194,PRISM_50D_zeroshot,zero_shot,42
id23_id28_0006,CelebDF,,c23,1,0.618814,PRISM_50D_zeroshot,zero_shot,42
id23_id28_0000,CelebDF,,c23,1,0.707271,PRISM_50D_zeroshot,zero_shot,42
id23_id28_0001,CelebDF,,c23,1,0.666661,PRISM_50D_zeroshot,zero_shot,42
id23_id28_0009,CelebDF,,c23,1,0.550293,PRISM_50D_zeroshot,zero_shot,42
id23_id28_0007,CelebDF,,c23,1,0.385741,PRISM_50D_zeroshot,zero_shot,42
id23_id28_0002,CelebDF,,c23,1,0.628042,PRISM_50D_zeroshot,zero_shot,42
id23_id28_0003,CelebDF,,c23,1,0.459024,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0001,CelebDF,,c23,1,0.608324,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0005,CelebDF,,c23,1,0.948772,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0000,CelebDF,,c23,1,0.638217,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0002,CelebDF,,c23,1,0.402157,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0006,CelebDF,,c23,1,0.500153,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0004,CelebDF,,c23,1,0.484129,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0003,CelebDF,,c23,1,0.455026,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0009,CelebDF,,c23,1,0.783786,PRISM_50D_zeroshot,zero_shot,42
id23_id29_0007,CelebDF,,c23,1,0.542506,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0005,CelebDF,,c23,1,0.908421,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0000,CelebDF,,c23,1,0.313945,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0006,CelebDF,,c23,1,0.42773,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0004,CelebDF,,c23,1,0.48492,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0001,CelebDF,,c23,1,0.626012,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0003,CelebDF,,c23,1,0.295648,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0002,CelebDF,,c23,1,0.245302,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0007,CelebDF,,c23,1,0.470904,PRISM_50D_zeroshot,zero_shot,42
id23_id2_0009,CelebDF,,c23,1,0.664801,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0005,CelebDF,,c23,1,0.978249,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0000,CelebDF,,c23,1,0.705624,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0004,CelebDF,,c23,1,0.599732,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0006,CelebDF,,c23,1,0.595263,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0003,CelebDF,,c23,1,0.402497,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0001,CelebDF,,c23,1,0.442557,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0002,CelebDF,,c23,1,0.461234,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0009,CelebDF,,c23,1,0.872008,PRISM_50D_zeroshot,zero_shot,42
id23_id31_0005,CelebDF,,c23,1,0.973315,PRISM_50D_zeroshot,zero_shot,42
id23_id30_0007,CelebDF,,c23,1,0.42651,PRISM_50D_zeroshot,zero_shot,42
id23_id31_0006,CelebDF,,c23,1,0.781513,PRISM_50D_zeroshot,zero_shot,42
id23_id31_0001,CelebDF,,c23,1,0.718528,PRISM_50D_zeroshot,zero_shot,42
id23_id31_0003,CelebDF,,c23,1,0.724922,PRISM_50D_zeroshot,zero_shot,42
id23_id31_0002,CelebDF,,c23,1,0.469568,PRISM_50D_zeroshot,zero_shot,42
id23_id32_0005,CelebDF,,c23,1,0.972427,PRISM_50D_zeroshot,zero_shot,42
id23_id31_0007,CelebDF,,c23,1,0.664938,PRISM_50D_zeroshot,zero_shot,42
id23_id32_0000,CelebDF,,c23,1,0.676447,PRISM_50D_zeroshot,zero_shot,42
id23_id32_0002,CelebDF,,c23,1,0.442544,PRISM_50D_zeroshot,zero_shot,42
id23_id32_0006,CelebDF,,c23,1,0.665915,PRISM_50D_zeroshot,zero_shot,42
id23_id32_0001,CelebDF,,c23,1,0.378022,PRISM_50D_zeroshot,zero_shot,42
id23_id32_0009,CelebDF,,c23,1,0.711534,PRISM_50D_zeroshot,zero_shot,42
id23_id33_0005,CelebDF,,c23,1,0.966869,PRISM_50D_zeroshot,zero_shot,42
id23_id32_0003,CelebDF,,c23,1,0.505264,PRISM_50D_zeroshot,zero_shot,42
id23_id32_0007,CelebDF,,c23,1,0.387065,PRISM_50D_zeroshot,zero_shot,42
id23_id33_0000,CelebDF,,c23,1,0.534293,PRISM_50D_zeroshot,zero_shot,42
