video,label,p,method,target,dataset
id9_id23_0005,1,0.6388220275353251,current(POS+CHROM),celebdf,CelebDF
id9_id23_0009,1,0.8869194720910056,current(POS+CHROM),celebdf,CelebDF
id9_id23_0006,1,0.5166664870686135,current(POS+CHROM),celebdf,CelebDF
id9_id26_0000,1,0.47828578586467496,current(POS+CHROM),celebdf,CelebDF
id9_id26_0002,1,0.6297680561404272,current(POS+CHROM),celebdf,CelebDF
id9_id26_0001,1,0.4658981457284101,current(POS+CHROM),celebdf,CelebDF
id9_id26_0004,1,0.34211334392257975,current(POS+CHROM),celebdf,CelebDF
id9_id26_0005,1,0.5941156197514562,current(POS+CHROM),celebdf,CelebDF
id9_id26_0006,1,0.6770726740533318,current(POS+CHROM),celebdf,CelebDF
id9_id26_0007,1,0.7173695239789584,current(POS+CHROM),celebdf,CelebDF
id9_id26_0008,1,0.8658778797754287,current(POS+CHROM),celebdf,CelebDF
id9_id26_0009,1,0.5508466566773645,current(POS+CHROM),celebdf,CelebDF
id9_id28_0000,1,0.33977908242996685,current(POS+CHROM),celebdf,CelebDF
id9_id28_0001,1,0.8175582151162439,current(POS+CHROM),celebdf,CelebDF
id9_id28_0003,1,0.495414591399669,current(POS+CHROM),celebdf,CelebDF
id9_id28_0004,1,0.5092294408850059,current(POS+CHROM),celebdf,CelebDF
id9_id28_0005,1,0.5019432585062048,current(POS+CHROM),celebdf,CelebDF
id9_id28_0008,1,0.6567109723421849,current(POS+CHROM),celebdf,CelebDF
id9_id28_0006,1,0.44612942343929857,current(POS+CHROM),celebdf,CelebDF
id9_id28_0009,1,0.45297584501556654,current(POS+CHROM),celebdf,CelebDF
id9_id2_0000,1,0.5044881298923279,current(POS+CHROM),celebdf,CelebDF
id9_id2_0001,1,0.7206216121261166,current(POS+CHROM),celebdf,CelebDF
id9_id2_0002,1,0.3040874292790331,current(POS+CHROM),celebdf,CelebDF
id9_id2_0004,1,0.4671133412741248,current(POS+CHROM),celebdf,CelebDF
id9_id2_0005,1,0.48941837014023915,current(POS+CHROM),celebdf,CelebDF
id9_id2_0006,1,0.49408572708629783,current(POS+CHROM),celebdf,CelebDF
id9_id2_0009,1,0.4716559813792945,current(POS+CHROM),celebdf,CelebDF
id9_id2_0008,1,0.6035259320257893,current(POS+CHROM),celebdf,CelebDF
id9_id30_0000,1,0.5895807744545941,current(POS+CHROM),celebdf,CelebDF
id9_id30_0001,1,0.6925395794025392,current(POS+CHROM),celebdf,CelebDF
id9_id30_0002,1,0.4085265521797126,current(POS+CHROM),celebdf,CelebDF
id9_id30_0004,1,0.51724547444268,current(POS+CHROM),celebdf,CelebDF
id9_id30_0005,1,0.5013309538256963,current(POS+CHROM),celebdf,CelebDF
id9_id30_0009,1,0.6491705233742342,current(POS+CHROM),celebdf,CelebDF
id9_id30_0006,1,0.6870080060837298,current(POS+CHROM),celebdf,CelebDF
id9_id31_0001,1,0.7501056938286107,current(POS+CHROM),celebdf,CelebDF
id9_id31_0002,1,0.6333170334011029,current(POS+CHROM),celebdf,CelebDF
id9_id31_0003,1,0.5096980095789023,current(POS+CHROM),celebdf,CelebDF
id9_id31_0006,1,0.3607483106548842,current(POS+CHROM),celebdf,CelebDF
id9_id35_0000,1,0.6557977421236195,current(POS+CHROM),celebdf,CelebDF
id9_id35_0001,1,0.9111047728265418,current(POS+CHROM),celebdf,CelebDF
id9_id35_0002,1,0.6688539935858796,current(POS+CHROM),celebdf,CelebDF
id9_id35_0004,1,0.5026446182790913,current(POS+CHROM),celebdf,CelebDF
id9_id35_0005,1,0.7118837435407251,current(POS+CHROM),celebdf,CelebDF
id9_id35_0007,1,0.46791238125233814,current(POS+CHROM),celebdf,CelebDF
id9_id35_0009,1,0.6467028433153111,current(POS+CHROM),celebdf,CelebDF
id9_id37_0000,1,0.5897907350012068,current(POS+CHROM),celebdf,CelebDF
id9_id37_0001,1,0.4513319110800157,current(POS+CHROM),celebdf,CelebDF
id9_id37_0004,1,0.18939413038638336,current(POS+CHROM),celebdf,CelebDF
id9_id37_0006,1,0.5223373827068151,current(POS+CHROM),celebdf,CelebDF
id9_id37_0009,1,0.6908348923924372,current(POS+CHROM),celebdf,CelebDF
id9_id3_0000,1,0.8389061875956956,current(POS+CHROM),celebdf,CelebDF
id9_id3_0001,1,0.5781044480295909,current(POS+CHROM),celebdf,CelebDF
id9_id3_0002,1,0.4096342547848513,current(POS+CHROM),celebdf,CelebDF
id9_id3_0004,1,0.6320506297083237,current(POS+CHROM),celebdf,CelebDF
id9_id3_0005,1,0.5806338125207122,current(POS+CHROM),celebdf,CelebDF
id9_id3_0006,1,0.7592258615130068,current(POS+CHROM),celebdf,CelebDF
id9_id3_0007,1,0.6335317677432781,current(POS+CHROM),celebdf,CelebDF
id9_id3_0008,1,0.6974995347428024,current(POS+CHROM),celebdf,CelebDF
id9_id3_0009,1,0.543620510173429,current(POS+CHROM),celebdf,CelebDF
id9_id4_0000,1,0.5283177827725543,current(POS+CHROM),celebdf,CelebDF
id9_id4_0002,1,0.5457457167664306,current(POS+CHROM),celebdf,CelebDF
id9_id4_0004,1,0.44865102613860935,current(POS+CHROM),celebdf,CelebDF
id9_id4_0005,1,0.8008292958344106,current(POS+CHROM),celebdf,CelebDF
id9_id4_0006,1,0.5607359338651672,current(POS+CHROM),celebdf,CelebDF
id9_id6_0000,1,0.7727072592931061,current(POS+CHROM),celebdf,CelebDF
id9_id6_0001,1,0.6995501765777267,current(POS+CHROM),celebdf,CelebDF
id9_id6_0002,1,0.655369884071686,current(POS+CHROM),celebdf,CelebDF
id9_id6_0005,1,0.5816375728995694,current(POS+CHROM),celebdf,CelebDF
id9_id6_0004,1,0.2862232491200111,current(POS+CHROM),celebdf,CelebDF
id9_id6_0006,1,0.7051568035448986,current(POS+CHROM),celebdf,CelebDF
id9_id6_0007,1,0.9350302758486008,current(POS+CHROM),celebdf,CelebDF
id9_id6_0008,1,0.8262137416069079,current(POS+CHROM),celebdf,CelebDF
id9_id6_0009,1,0.6593007989142887,current(POS+CHROM),celebdf,CelebDF
id0_0000,0,0.203401021644689,POS,celebdf,CelebDF
id0_0002,0,0.5987670522911938,POS,celebdf,CelebDF
id0_0001,0,0.3881857614413433,POS,celebdf,CelebDF
id0_0004,0,0.5822133840830758,POS,celebdf,CelebDF
id0_0007,0,0.2989047506094842,POS,celebdf,CelebDF
id0_0006,0,0.4006910537186487,POS,celebdf,CelebDF
id0_0005,0,0.4506537193555461,POS,celebdf,CelebDF
id0_0003,0,0.718342982009238,POS,celebdf,CelebDF
id10_0000,0,0.7037476743966147,POS,celebdf,CelebDF
id10_0001,0,0.42168397833553306,POS,celebdf,CelebDF
id10_0003,0,0.739751486346862,POS,celebdf,CelebDF
id0_0008,0,0.4646306197157305,POS,celebdf,CelebDF
id0_0009,0,0.5674167895229767,POS,celebdf,CelebDF
id10_0005,0,0.3714777595681523,POS,celebdf,CelebDF
id10_0002,0,0.7528567815385063,POS,celebdf,CelebDF
id10_0004,0,0.526833923114336,POS,celebdf,CelebDF
id10_0006,0,0.930310500959328,POS,celebdf,CelebDF
id11_0000,0,0.5687852090922905,POS,celebdf,CelebDF
id10_0008,0,0.4509062863236042,POS,celebdf,CelebDF
id10_0007,0,0.4733416776999371,POS,celebdf,CelebDF
id10_0009,0,0.535632472616828,POS,celebdf,CelebDF
id11_0001,0,0.6025584988770957,POS,celebdf,CelebDF
id11_0003,0,0.6230712258939195,POS,celebdf,CelebDF
id11_0002,0,0.549761924646377,POS,celebdf,CelebDF
id11_0004,0,0.3578939290886114,POS,celebdf,CelebDF
id11_0005,0,0.3776150948852378,POS,celebdf,CelebDF
id11_0006,0,0.624245081826183,POS,celebdf,CelebDF
id11_0010,0,0.5459007725942124,POS,celebdf,CelebDF
id11_0007,0,0.7634872035783337,POS,celebdf,CelebDF
id11_0008,0,0.43790911570672486,POS,celebdf,CelebDF
id11_0009,0,0.6648153932263434,POS,celebdf,CelebDF
id12_0000,0,0.755313864585618,POS,celebdf,CelebDF
id12_0001,0,0.4640571684566294,POS,celebdf,CelebDF
id12_0002,0,0.4924018945436973,POS,celebdf,CelebDF
id12_0004,0,0.46140325688519523,POS,celebdf,CelebDF
id12_0005,0,0.4552387864823947,POS,celebdf,CelebDF
id12_0006,0,0.44551058565028323,POS,celebdf,CelebDF
id13_0001,0,0.6651019286460801,POS,celebdf,CelebDF
id13_0000,0,0.4872806523258458,POS,celebdf,CelebDF
id13_0002,0,0.5823966946151016,POS,celebdf,CelebDF
id13_0004,0,0.5306767469579147,POS,celebdf,CelebDF
id13_0003,0,0.6631786702878201,POS,celebdf,CelebDF
id13_0005,0,0.7467775139453943,POS,celebdf,CelebDF
id13_0006,0,0.45059644282216804,POS,celebdf,CelebDF
id13_0008,0,0.5205416269017947,POS,celebdf,CelebDF
id13_0007,0,0.6243898756073856,POS,celebdf,CelebDF
id13_0009,0,0.5233268604520281,POS,celebdf,CelebDF
id13_0010,0,0.6241898144345497,POS,celebdf,CelebDF
id13_0012,0,0.6844573709781128,POS,celebdf,CelebDF
id13_0011,0,0.49004351005814645,POS,celebdf,CelebDF
id13_0013,0,0.5828306945259988,POS,celebdf,CelebDF
id13_0014,0,0.42194435316143736,POS,celebdf,CelebDF
id16_0000,0,0.6567222307090946,POS,celebdf,CelebDF
id16_0001,0,0.5191590472147102,POS,celebdf,CelebDF
id13_0015,0,0.46063400513569497,POS,celebdf,CelebDF
id16_0002,0,0.5489393512550957,POS,celebdf,CelebDF
id16_0003,0,0.49606020388436267,POS,celebdf,CelebDF
id16_0004,0,0.4140934999936833,POS,celebdf,CelebDF
id16_0005,0,0.4917425872845831,POS,celebdf,CelebDF
id16_0006,0,0.7153123898542925,POS,celebdf,CelebDF
id16_0007,0,0.6677557011495638,POS,celebdf,CelebDF
id16_0008,0,0.5170564450375633,POS,celebdf,CelebDF
id16_0009,0,0.39837727414061985,POS,celebdf,CelebDF
id16_0010,0,0.39606841565286327,POS,celebdf,CelebDF
id16_0011,0,0.5462205330467824,POS,celebdf,CelebDF
id16_0013,0,0.5960031408598957,POS,celebdf,CelebDF
id16_0012,0,0.3230742218326988,POS,celebdf,CelebDF
id17_0000,0,0.34310619722060565,POS,celebdf,CelebDF
id17_0001,0,0.5637972191217053,POS,celebdf,CelebDF
id17_0003,0,0.4941477625474564,POS,celebdf,CelebDF
id17_0002,0,0.68247100172279,POS,celebdf,CelebDF
id17_0004,0,0.5686127789366594,POS,celebdf,CelebDF
id17_0005,0,0.3245207588683914,POS,celebdf,CelebDF
id17_0006,0,0.8520775948465003,POS,celebdf,CelebDF
id17_0007,0,0.6461477125317313,POS,celebdf,CelebDF
id17_0008,0,0.6084959210119714,POS,celebdf,CelebDF
id19_0002,0,0.47037809015687254,POS,celebdf,CelebDF
id17_0009,0,0.6491624807896206,POS,celebdf,CelebDF
id19_0001,0,0.8282400404258118,POS,celebdf,CelebDF
id19_0000,0,0.5295780565009984,POS,celebdf,CelebDF
id19_0003,0,0.8045195263326387,POS,celebdf,CelebDF
id19_0004,0,0.6583138208890028,POS,celebdf,CelebDF
id19_0005,0,0.617038969060552,POS,celebdf,CelebDF
id19_0006,0,0.535914350584556,POS,celebdf,CelebDF
id19_0008,0,0.4857319085441822,POS,celebdf,CelebDF
id1_0000,0,0.8600549910154756,POS,celebdf,CelebDF
id19_0007,0,0.639715735203129,POS,celebdf,CelebDF
id19_0009,0,0.6181252294976979,POS,celebdf,CelebDF
id1_0001,0,0.837452711667874,POS,celebdf,CelebDF
id1_0002,0,0.6339027463396754,POS,celebdf,CelebDF
id1_0003,0,0.43236211736635644,POS,celebdf,CelebDF
id1_0004,0,0.46385125799189886,POS,celebdf,CelebDF
id1_0005,0,0.6000583225783088,POS,celebdf,CelebDF
id1_0007,0,0.4520940153685981,POS,celebdf,CelebDF
id1_0006,0,0.40522362446532817,POS,celebdf,CelebDF
id1_0008,0,0.6528392605261297,POS,celebdf,CelebDF
id1_0009,0,0.3849550768967687,POS,celebdf,CelebDF
id20_0000,0,0.7235230803479322,POS,celebdf,CelebDF
id20_0002,0,0.47547695976269844,POS,celebdf,CelebDF
id20_0001,0,0.4905961793660329,POS,celebdf,CelebDF
id20_0003,0,0.7382096534626986,POS,celebdf,CelebDF
id20_0004,0,0.6046362712667783,POS,celebdf,CelebDF
id20_0005,0,0.7350591406007067,POS,celebdf,CelebDF
id20_0006,0,0.24556449565602442,POS,celebdf,CelebDF
id20_0007,0,0.783839720623649,POS,celebdf,CelebDF
id20_0008,0,0.6311567125078315,POS,celebdf,CelebDF
id20_0009,0,0.5172452723126704,POS,celebdf,CelebDF
id21_0000,0,0.7820654702042483,POS,celebdf,CelebDF
id21_0003,0,0.5656624447346021,POS,celebdf,CelebDF
id21_0001,0,0.4684323923259951,POS,celebdf,CelebDF
id21_0002,0,0.3720612081693885,POS,celebdf,CelebDF
id21_0004,0,0.3654526594234593,POS,celebdf,CelebDF
id21_0005,0,0.5194299185472183,POS,celebdf,CelebDF
id21_0006,0,0.29070734893534195,POS,celebdf,CelebDF
id21_0008,0,0.3885585480025046,POS,celebdf,CelebDF
id21_0007,0,0.7190297444699313,POS,celebdf,CelebDF
id21_0009,0,0.48568393353075606,POS,celebdf,CelebDF
id22_0000,0,0.6626588749454937,POS,celebdf,CelebDF
id22_0001,0,0.3895022499851376,POS,celebdf,CelebDF
id22_0002,0,0.6039708507433185,POS,celebdf,CelebDF
id22_0003,0,0.6250847247840953,POS,celebdf,CelebDF
id22_0004,0,0.5028559479095667,POS,celebdf,CelebDF
id22_0005,0,0.33170976881108233,POS,celebdf,CelebDF
id22_0006,0,0.5865839001923293,POS,celebdf,CelebDF
id22_0007,0,0.676121303176775,POS,celebdf,CelebDF
id22_0008,0,0.47426619803575476,POS,celebdf,CelebDF
id22_0009,0,0.577088569316334,POS,celebdf,CelebDF
id23_0000,0,0.6472419178389963,POS,celebdf,CelebDF
id23_0001,0,0.6564047530680349,POS,celebdf,CelebDF
id23_0002,0,0.7459626095704217,POS,celebdf,CelebDF
id23_0005,0,0.5364797234015355,POS,celebdf,CelebDF
id23_0003,0,0.3183563747922737,POS,celebdf,CelebDF
id23_0004,0,0.4608313982175032,POS,celebdf,CelebDF
id23_0006,0,0.3905710354105538,POS,celebdf,CelebDF
id23_0007,0,0.49761292692053216,POS,celebdf,CelebDF
id23_0008,0,0.9119666649523889,POS,celebdf,CelebDF
id23_0009,0,0.48136619790729623,POS,celebdf,CelebDF
id24_0003,0,0.5334884875113486,POS,celebdf,CelebDF
id24_0002,0,0.6236954267282135,POS,celebdf,CelebDF
id24_0000,0,0.7993892009474403,POS,celebdf,CelebDF
id24_0001,0,0.15711998814585637,POS,celebdf,CelebDF
id24_0004,0,0.4429098790940533,POS,celebdf,CelebDF
id24_0006,0,0.6335749240880554,POS,celebdf,CelebDF
id24_0005,0,0.7117588429457938,POS,celebdf,CelebDF
id24_0007,0,0.26135623357318577,POS,celebdf,CelebDF
id24_0008,0,0.576037134816948,POS,celebdf,CelebDF
id25_0000,0,0.4863497467107741,POS,celebdf,CelebDF
id24_0009,0,0.42136459089687406,POS,celebdf,CelebDF
id25_0001,0,0.5033632164572701,POS,celebdf,CelebDF
id25_0002,0,0.4594310797443055,POS,celebdf,CelebDF
id25_0003,0,0.38016308024997764,POS,celebdf,CelebDF
id25_0004,0,0.9165982820201349,POS,celebdf,CelebDF
id25_0005,0,0.39447085967141843,POS,celebdf,CelebDF
id25_0007,0,0.44780680460044087,POS,celebdf,CelebDF
id25_0006,0,0.8058553667093138,POS,celebdf,CelebDF
id25_0008,0,0.5108728899903797,POS,celebdf,CelebDF
id25_0009,0,0.8730703935445836,POS,celebdf,CelebDF
id25_0010,0,0.448673186999753,POS,celebdf,CelebDF
id26_0000,0,0.5725167139126942,POS,celebdf,CelebDF
id26_0001,0,0.5120699395797529,POS,celebdf,CelebDF
id26_0002,0,0.5118242411225212,POS,celebdf,CelebDF
id26_0003,0,0.9481980310018635,POS,celebdf,CelebDF
id26_0005,0,0.6235547271476044,POS,celebdf,CelebDF
id26_0004,0,0.6494495756681901,POS,celebdf,CelebDF
id26_0006,0,0.783994378124731,POS,celebdf,CelebDF
id26_0007,0,0.5059519893741344,POS,celebdf,CelebDF
id26_0008,0,0.5495221353579004,POS,celebdf,CelebDF
id26_0009,0,0.37268540676296713,POS,celebdf,CelebDF
id27_0000,0,0.45969668310907946,POS,celebdf,CelebDF
id27_0001,0,0.6017892160305,POS,celebdf,CelebDF
id27_0002,0,0.6108741831441024,POS,celebdf,CelebDF
id27_0003,0,0.5466591810960694,POS,celebdf,CelebDF
id27_0004,0,0.5967469745095071,POS,celebdf,CelebDF
id27_0006,0,0.792758488998632,POS,celebdf,CelebDF
id27_0007,0,0.49575490371395237,POS,celebdf,CelebDF
id27_0008,0,0.6760311879324935,POS,celebdf,CelebDF
id28_0000,0,0.49125723211516303,POS,celebdf,CelebDF
id27_0009,0,0.6168594475859499,POS,celebdf,CelebDF
id28_0001,0,0.44805647946086374,POS,celebdf,CelebDF
id28_0002,0,0.46028510500160913,POS,celebdf,CelebDF
id28_0003,0,0.10520551243341535,POS,celebdf,CelebDF
id28_0004,0,0.5639029392596119,POS,celebdf,CelebDF
id28_0005,0,0.6676809329631078,POS,celebdf,CelebDF
id28_0006,0,0.5530510799170866,POS,celebdf,CelebDF
id28_0007,0,0.5648890426669408,POS,celebdf,CelebDF
id28_0008,0,0.34431640371754885,POS,celebdf,CelebDF
id28_0009,0,0.26133792363651204,POS,celebdf,CelebDF
id29_0000,0,0.3653234164526083,POS,celebdf,CelebDF
id29_0001,0,0.7053634745280365,POS,celebdf,CelebDF
id29_0002,0,0.6812985915294498,POS,celebdf,CelebDF
id29_0003,0,0.5477574378852949,POS,celebdf,CelebDF
id29_0004,0,0.6042485053354116,POS,celebdf,CelebDF
id29_0005,0,0.8258079621273556,POS,celebdf,CelebDF
id29_0006,0,0.7075523906914205,POS,celebdf,CelebDF
id29_0009,0,0.347259026487431,POS,celebdf,CelebDF
id29_0007,0,0.5936661442829114,POS,celebdf,CelebDF
id29_0008,0,0.4813835591950297,POS,celebdf,CelebDF
id2_0001,0,0.49634146623527386,POS,celebdf,CelebDF
id2_0000,0,0.6030244820638682,POS,celebdf,CelebDF
id2_0002,0,0.48837198790501113,POS,celebdf,CelebDF
id2_0003,0,0.7262167356520193,POS,celebdf,CelebDF
id2_0004,0,0.4978297769484458,POS,celebdf,CelebDF
id2_0005,0,0.6179081741594744,POS,celebdf,CelebDF
id2_0006,0,0.5724892427318948,POS,celebdf,CelebDF
id2_0007,0,0.4906487203117294,POS,celebdf,CelebDF
id2_0009,0,0.4766497929050226,POS,celebdf,CelebDF
id2_0008,0,0.761017019993772,POS,celebdf,CelebDF
id30_0000,0,0.7588500310418455,POS,celebdf,CelebDF
id30_0001,0,0.5506565305238295,POS,celebdf,CelebDF
id30_0002,0,0.6035344352800479,POS,celebdf,CelebDF
id30_0003,0,0.5303376364132554,POS,celebdf,CelebDF
id30_0004,0,0.654754183181462,POS,celebdf,CelebDF
id30_0005,0,0.45340998050495596,POS,celebdf,CelebDF
id30_0006,0,0.4116392539724238,POS,celebdf,CelebDF
id30_0007,0,0.693049907351307,POS,celebdf,CelebDF
id30_0008,0,0.4990109234349385,POS,celebdf,CelebDF
id30_0009,0,0.2828397949297584,POS,celebdf,CelebDF
id31_0000,0,0.21372617070131136,POS,celebdf,CelebDF
id31_0001,0,0.644317323961029,POS,celebdf,CelebDF
id31_0002,0,0.4722873225692705,POS,celebdf,CelebDF
id31_0003,0,0.4505534822364802,POS,celebdf,CelebDF
id31_0004,0,0.7222739177806339,POS,celebdf,CelebDF
id31_0005,0,0.4070777945459592,POS,celebdf,CelebDF
id31_0006,0,0.5154360510745283,POS,celebdf,CelebDF
id31_0007,0,0.5056149580772175,POS,celebdf,CelebDF
id31_0008,0,0.43612987217270005,POS,celebdf,CelebDF
id31_0009,0,0.4806653482300455,POS,celebdf,CelebDF
id32_0000,0,0.5304363336322032,POS,celebdf,CelebDF
id32_0001,0,0.7593169256929616,POS,celebdf,CelebDF
id32_0002,0,0.3320995558924686,POS,celebdf,CelebDF
id32_0003,0,0.25916348019404944,POS,celebdf,CelebDF
id32_0004,0,0.6229116697007272,POS,celebdf,CelebDF
id32_0006,0,0.3069645515704383,POS,celebdf,CelebDF
id32_0005,0,0.42064048003080945,POS,celebdf,CelebDF
id32_0007,0,0.664086997017891,POS,celebdf,CelebDF
id32_0008,0,0.41133839635398606,POS,celebdf,CelebDF
id32_0009,0,0.5492224160757204,POS,celebdf,CelebDF
id33_0000,0,0.4719489506595686,POS,celebdf,CelebDF
id33_0001,0,0.6196021202944373,POS,celebdf,CelebDF
id33_0002,0,0.42355899393948676,POS,celebdf,CelebDF
id33_0003,0,0.45721930368399766,POS,celebdf,CelebDF
id33_0004,0,0.6056074397876005,POS,celebdf,CelebDF
id33_0005,0,0.627635933924883,POS,celebdf,CelebDF
id33_0006,0,0.7907040325142835,POS,celebdf,CelebDF
id33_0007,0,0.7214053085270498,POS,celebdf,CelebDF
id33_0008,0,0.18260328534067963,POS,celebdf,CelebDF
id33_0009,0,0.5029037814467726,POS,celebdf,CelebDF
id34_0000,0,0.819744693897784,POS,celebdf,CelebDF
id34_0001,0,0.6722356889829029,POS,celebdf,CelebDF
id34_0002,0,0.6383393235231395,POS,celebdf,CelebDF
id34_0003,0,0.5211518574773604,POS,celebdf,CelebDF
id34_0004,0,0.4903430147375783,POS,celebdf,CelebDF
id34_0005,0,0.5329559378975831,POS,celebdf,CelebDF
id34_0006,0,0.5386361810143119,POS,celebdf,CelebDF
id34_0007,0,0.5276273018138882,POS,celebdf,CelebDF
id34_0008,0,0.8321140295078421,POS,celebdf,CelebDF
id35_0000,0,0.566476602154118,POS,celebdf,CelebDF
id34_0009,0,0.7142685378837681,POS,celebdf,CelebDF
id35_0001,0,0.8266752459899986,POS,celebdf,CelebDF
id35_0002,0,0.46832338655229105,POS,celebdf,CelebDF
id35_0004,0,0.40834876539408405,POS,celebdf,CelebDF
id35_0005,0,0.9112909633075038,POS,celebdf,CelebDF
id35_0003,0,0.23817870030115856,POS,celebdf,CelebDF
id35_0006,0,0.8572858601490366,POS,celebdf,CelebDF
id35_0008,0,0.258845136157323,POS,celebdf,CelebDF
id35_0007,0,0.6146288979982832,POS,celebdf,CelebDF
id35_0009,0,0.7705338682345452,POS,celebdf,CelebDF
id36_0000,0,0.5509063392470355,POS,celebdf,CelebDF
id36_0001,0,0.4236886779569604,POS,celebdf,CelebDF
id36_0003,0,0.6449837107497822,POS,celebdf,CelebDF
id36_0002,0,0.5037228187727807,POS,celebdf,CelebDF
id36_0004,0,0.6570531701971477,POS,celebdf,CelebDF
id36_0005,0,0.5361786523245485,POS,celebdf,CelebDF
id36_0006,0,0.7299862338671886,POS,celebdf,CelebDF
id36_0007,0,0.8142209417834111,POS,celebdf,CelebDF
id36_0008,0,0.15815310932855872,POS,celebdf,CelebDF
id36_0009,0,0.6908571865703761,POS,celebdf,CelebDF
id37_0001,0,0.8160877037085726,POS,celebdf,CelebDF
id37_0000,0,0.46180687391987824,POS,celebdf,CelebDF
id37_0002,0,0.531779277532443,POS,celebdf,CelebDF
id37_0004,0,0.5578729099673501,POS,celebdf,CelebDF
id37_0003,0,0.43972028451952777,POS,celebdf,CelebDF
id37_0005,0,0.806104292889411,POS,celebdf,CelebDF
id37_0006,0,0.6903882692883039,POS,celebdf,CelebDF
id37_0007,0,0.698786816392077,POS,celebdf,CelebDF
id37_0008,0,0.2526082347154093,POS,celebdf,CelebDF
id37_0009,0,0.5820162353049464,POS,celebdf,CelebDF
id38_0001,0,0.8761949785485211,POS,celebdf,CelebDF
id38_0000,0,0.4743373381507194,POS,celebdf,CelebDF
id38_0002,0,0.5330442977203782,POS,celebdf,CelebDF
id38_0003,0,0.6771747034656179,POS,celebdf,CelebDF
id38_0004,0,0.43605068972830585,POS,celebdf,CelebDF
id38_0005,0,0.4549625935627566,POS,celebdf,CelebDF
id38_0006,0,0.5720470433986967,POS,celebdf,CelebDF
id38_0007,0,0.43631355907375824,POS,celebdf,CelebDF
id39_0000,0,0.5810458652659406,POS,celebdf,CelebDF
id38_0008,0,0.7393335785446529,POS,celebdf,CelebDF
id38_0009,0,0.8102695578758656,POS,celebdf,CelebDF
id39_0001,0,0.5098096952908698,POS,celebdf,CelebDF
id39_0002,0,0.7451668930794632,POS,celebdf,CelebDF
id39_0003,0,0.39426209544100377,POS,celebdf,CelebDF
id39_0004,0,0.6332345199005905,POS,celebdf,CelebDF
id39_0005,0,0.7999122265601051,POS,celebdf,CelebDF
id39_0006,0,0.5022064341822184,POS,celebdf,CelebDF
id39_0007,0,0.44885588488365313,POS,celebdf,CelebDF
id39_0008,0,0.5818232839844146,POS,celebdf,CelebDF
id39_0009,0,0.7582383045472669,POS,celebdf,CelebDF
id3_0000,0,0.6212054092041321,POS,celebdf,CelebDF
id3_0001,0,0.7975301694804916,POS,celebdf,CelebDF
id3_0002,0,0.5925942562904913,POS,celebdf,CelebDF
id3_0003,0,0.7145201627027099,POS,celebdf,CelebDF
id3_0004,0,0.6780348696851997,POS,celebdf,CelebDF
id3_0005,0,0.9269636774684636,POS,celebdf,CelebDF
id3_0006,0,0.6283652295845875,POS,celebdf,CelebDF
id3_0008,0,0.6103291787009564,POS,celebdf,CelebDF
id3_0007,0,0.4014015083042382,POS,celebdf,CelebDF
id40_0001,0,0.6847851098427554,POS,celebdf,CelebDF
id40_0000,0,0.3055575647015584,POS,celebdf,CelebDF
id3_0009,0,0.2046614547554666,POS,celebdf,CelebDF
id40_0003,0,0.5097964329446143,POS,celebdf,CelebDF
id40_0002,0,0.654686276616357,POS,celebdf,CelebDF
id40_0004,0,0.8363602803692178,POS,celebdf,CelebDF
id40_0005,0,0.4860337493323167,POS,celebdf,CelebDF
id40_0006,0,0.6305608309113657,POS,celebdf,CelebDF
id40_0007,0,0.6376927212298803,POS,celebdf,CelebDF
id40_0008,0,0.5566638347661345,POS,celebdf,CelebDF
id41_0000,0,0.44939071211011067,POS,celebdf,CelebDF
id41_0001,0,0.4638808652803141,POS,celebdf,CelebDF
id41_0002,0,0.3783371916611281,POS,celebdf,CelebDF
id41_0003,0,0.6518537262792498,POS,celebdf,CelebDF
id41_0004,0,0.6797667672989017,POS,celebdf,CelebDF
id41_0005,0,0.6165187727940592,POS,celebdf,CelebDF
id41_0006,0,0.6500664901565381,POS,celebdf,CelebDF
id41_0007,0,0.7602946985788329,POS,celebdf,CelebDF
id42_0001,0,0.36310130822058223,POS,celebdf,CelebDF
id41_0008,0,0.44683781385435634,POS,celebdf,CelebDF
id41_0009,0,0.26866612904977066,POS,celebdf,CelebDF
id42_0000,0,0.4309764749432631,POS,celebdf,CelebDF
id42_0002,0,0.6644865233026948,POS,celebdf,CelebDF
id42_0003,0,0.9668265395563376,POS,celebdf,CelebDF
id42_0004,0,0.6644595482129558,POS,celebdf,CelebDF
id43_0000,0,0.4836088952031066,POS,celebdf,CelebDF
id43_0001,0,0.6121072975342646,POS,celebdf,CelebDF
id43_0002,0,0.4481630074713057,POS,celebdf,CelebDF
id43_0004,0,0.8152914338971455,POS,celebdf,CelebDF
id43_0003,0,0.5403452042484728,POS,celebdf,CelebDF
id43_0005,0,0.6976997008761028,POS,celebdf,CelebDF
id43_0006,0,0.6323105618242815,POS,celebdf,CelebDF
id43_0007,0,0.6054610107861187,POS,celebdf,CelebDF
id43_0008,0,0.5506859314037161,POS,celebdf,CelebDF
id43_0009,0,0.2702372829375657,POS,celebdf,CelebDF
id44_0000,0,0.5431755783292291,POS,celebdf,CelebDF
id44_0001,0,0.5783616521616516,POS,celebdf,CelebDF
id44_0002,0,0.48457848852446983,POS,celebdf,CelebDF
